0,1,2
44456,"[122, 201, 843, 1097, 1151, 1426, 2489, 2647, 2723, 2893, 3024, 3314, 5043, 5091, 8013, 8820, 9793, 11044, 11097, 12202, 12206, 12515, 13165, 13291, 13450, 13518, 13736, 13891, 14360, 14904, 15412, 15533, 15613, 17310, 17484, 17539, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 21319, 21560, 23240, 24077, 24696, 24719, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37814, 37986, 38377, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656]","[84, 97, 133, 3151, 3436, 6514, 7812, 7966, 8432, 8517, 10522, 12345, 13100, 14357, 15927, 16024, 17916, 23714, 23811, 25429, 33338, 38395, 39830, 41929, 43077, 44477, 44680, 44785, 45262, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
44477,"[122, 843, 1097, 1151, 1426, 2489, 2723, 2893, 3024, 3314, 5043, 5091, 7812, 8013, 8432, 8517, 8820, 9793, 11044, 11097, 12202, 12206, 12345, 12515, 13165, 13291, 13450, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 17916, 18818, 19212, 20585, 20618, 21024, 21254, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 37986, 38377, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 41929, 42772, 43077, 43455, 43656, 44456]","[84, 97, 133, 201, 2647, 3151, 3436, 6514, 7966, 10522, 13100, 13891, 14357, 15613, 15927, 16024, 18098, 23714, 23811, 24719, 25429, 35930, 38395, 39830, 44680, 44785, 45262, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
44680,"[1151, 2489, 2893, 3024, 3314, 5043, 5091, 13736, 14360, 15412, 17310, 17539, 18098, 21024, 21254, 21560, 23240, 24696, 24883, 26019, 27347, 28175, 31434, 31599, 32429, 33020, 33279, 35386, 35597, 37363, 37814, 38506, 40515, 41557, 41591, 42772, 43455, 44456, 44477]","[84, 97, 122, 133, 201, 843, 1097, 1426, 2647, 2723, 3151, 3436, 6514, 7812, 7966, 8013, 8432, 8517, 8820, 9793, 10522, 11044, 11097, 12202, 12206, 12345, 12515, 13100, 13165, 13291, 13450, 13518, 13891, 14357, 14904, 15533, 15613, 15927, 16024, 17484, 17916, 18818, 19212, 20585, 20618, 21319, 23714, 23811, 24077, 24719, 24885, 25429, 26163, 26856, 27916, 30335, 32220, 32963, 32989, 33338, 33838, 35930, 37510, 37626, 37986, 38377, 38395, 39331, 39830, 40277, 41204, 41297, 41929, 43077, 43656, 44785, 45262, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
44785,"[122, 133, 843, 1151, 1426, 2893, 5043, 5091, 7812, 8013, 8432, 8820, 9793, 11044, 11097, 12206, 12515, 13165, 13450, 13518, 13736, 13891, 14360, 14904, 15412, 15533, 15613, 17310, 17484, 17539, 18818, 20585, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 25429, 26019, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 38377, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680]","[84, 97, 201, 1097, 2489, 2647, 2723, 3024, 3151, 3314, 3436, 6514, 7966, 8517, 10522, 12202, 12345, 13100, 13291, 14357, 15927, 16024, 17916, 18098, 19212, 21254, 23714, 23811, 24719, 27916, 32220, 35930, 37986, 38395, 39830, 41929, 43077, 45262, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
45262,"[843, 1097, 2647, 3151, 3314, 3436, 5043, 5091, 6514, 7812, 7966, 9793, 11097, 12202, 13518, 15613, 16024, 17484, 18818, 20585, 21560, 23240, 24883, 32429, 32963, 33838, 37510, 37986, 38377, 38395, 40515, 41204, 43455]","[84, 97, 122, 133, 201, 1151, 1426, 2489, 2723, 2893, 3024, 8013, 8432, 8517, 8820, 10522, 11044, 12206, 12345, 12515, 13100, 13165, 13291, 13450, 13736, 13891, 14357, 14360, 14904, 15412, 15533, 15927, 17310, 17539, 17916, 18098, 19212, 20618, 21024, 21254, 21319, 23714, 23811, 24077, 24696, 24719, 24885, 25429, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32989, 33020, 33279, 33338, 35386, 35597, 35930, 37363, 37626, 37814, 38506, 39331, 39830, 40277, 41297, 41557, 41591, 41929, 42772, 43077, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
45610,"[122, 133, 843, 1097, 1151, 2723, 2893, 3314, 5043, 5091, 6514, 7812, 8013, 8432, 8820, 9793, 11044, 11097, 12202, 12206, 12345, 12515, 13165, 13450, 13518, 13891, 14360, 14904, 15412, 15533, 15613, 17310, 17484, 17539, 18818, 19212, 20585, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37814, 37986, 38377, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785]","[84, 97, 201, 1426, 2489, 2647, 3024, 3151, 3436, 7966, 8517, 10522, 13100, 13291, 13736, 14357, 15927, 16024, 17916, 18098, 21254, 23714, 23811, 24719, 25429, 38395, 39830, 41929, 43077, 45262, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
45907,"[1097, 1151, 1426, 2723, 5091, 8013, 8432, 8820, 9793, 11044, 11097, 12202, 12206, 12515, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18818, 20585, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 37986, 38506, 39331, 39830, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43077, 43656, 44456, 44477, 44785, 45610]","[84, 97, 122, 133, 201, 843, 2489, 2647, 2893, 3024, 3151, 3314, 3436, 5043, 6514, 7812, 7966, 8517, 10522, 12345, 13100, 13165, 13291, 13450, 13891, 14357, 15613, 15927, 16024, 17916, 18098, 19212, 21254, 23714, 23811, 24719, 25429, 26019, 27916, 35930, 38377, 38395, 41929, 43455, 44680, 45262, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
46374,"[122, 133, 1097, 1151, 2489, 2893, 3151, 3314, 5043, 5091, 6514, 7812, 8013, 8820, 9793, 11044, 12202, 12206, 12345, 12515, 13165, 13450, 13891, 14357, 15412, 15613, 17310, 17484, 18818, 19212, 20585, 20618, 21024, 21560, 23240, 24077, 24696, 24719, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 31599, 32220, 32963, 33020, 33279, 33838, 35386, 35597, 35930, 37626, 37814, 37986, 38377, 38395, 38506, 39331, 40277, 40515, 41297, 41557, 42772, 43455, 43656, 44456, 44477, 44785, 45610, 45907]","[84, 97, 201, 843, 1426, 2647, 2723, 3024, 3436, 7966, 8432, 8517, 10522, 11097, 13100, 13291, 13518, 13736, 14360, 14904, 15533, 15927, 16024, 17539, 17916, 18098, 21254, 21319, 23714, 23811, 25429, 30335, 31434, 32429, 32989, 33338, 37363, 37510, 39830, 41204, 41591, 41929, 43077, 44680, 45262, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
46375,"[122, 133, 1097, 1151, 2489, 2723, 3314, 5043, 5091, 6514, 8013, 8432, 8820, 9793, 11044, 12202, 12206, 12345, 12515, 13165, 13291, 13450, 13518, 13736, 13891, 14357, 14360, 14904, 15412, 15533, 15613, 17310, 17484, 17539, 18818, 19212, 20585, 20618, 21024, 21254, 21319, 21560, 23240, 24077, 24696, 24719, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 37986, 38377, 38395, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44785, 45262, 45610, 45907, 46374]","[84, 97, 201, 843, 1426, 2647, 2893, 3024, 3151, 3436, 7812, 7966, 8517, 10522, 11097, 13100, 15927, 16024, 17916, 18098, 23714, 23811, 25429, 35930, 39830, 41929, 43077, 44680, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
47204,"[1151, 1426, 2893, 7812, 8013, 8432, 8517, 8820, 12206, 12515, 13450, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18818, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 25429, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 35386, 35597, 37363, 37626, 37814, 38506, 39331, 39830, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43077, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46375]","[84, 97, 122, 133, 201, 843, 1097, 2489, 2647, 2723, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7966, 9793, 10522, 11044, 11097, 12202, 12345, 13100, 13165, 13291, 13891, 14357, 15613, 15927, 16024, 17916, 18098, 19212, 20585, 21254, 23714, 23811, 24719, 26019, 27916, 32220, 33338, 33838, 35930, 37510, 37986, 38377, 38395, 41929, 43455, 45262, 46374, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
47359,"[1097, 1151, 1426, 2723, 5091, 8013, 8432, 8820, 9793, 12202, 12206, 12515, 13165, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18818, 19212, 21024, 21319, 21560, 24077, 24696, 24883, 24885, 25429, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 35386, 35597, 35930, 37363, 37626, 37814, 38506, 39331, 40277, 40515, 41204, 41297, 41591, 42772, 43077, 43656, 44456, 44477, 44680, 44785, 45262, 45610, 45907, 46375, 47204]","[84, 97, 122, 133, 201, 843, 2489, 2647, 2893, 3024, 3151, 3314, 3436, 5043, 6514, 7812, 7966, 8517, 10522, 11044, 11097, 12345, 13100, 13291, 13450, 13891, 14357, 15613, 15927, 16024, 17916, 18098, 20585, 20618, 21254, 23240, 23714, 23811, 24719, 26019, 26163, 27916, 32220, 33338, 33838, 37510, 37986, 38377, 38395, 39830, 41557, 41929, 43455, 46374, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
47380,"[133, 843, 1151, 1426, 2489, 2723, 2893, 7812, 8013, 8517, 8820, 9793, 10522, 11044, 12206, 12515, 13450, 13518, 13736, 13891, 14904, 15412, 15533, 17310, 17539, 17916, 18098, 18818, 19212, 20618, 21024, 21254, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 35386, 35597, 37363, 37510, 37626, 37814, 38506, 39331, 40515, 41557, 41591, 42772, 43455, 43656, 44477, 44680, 44785, 45610, 46375, 47204]","[84, 97, 122, 201, 1097, 2647, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7966, 8432, 11097, 12202, 12345, 13100, 13165, 13291, 14357, 14360, 15613, 15927, 16024, 17484, 20585, 23714, 23811, 24719, 25429, 32220, 33279, 33338, 33838, 35930, 37986, 38377, 38395, 39830, 40277, 41204, 41297, 41929, 43077, 44456, 45262, 45907, 46374, 47359, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
47403,"[133, 1097, 1151, 1426, 2489, 2893, 3024, 3314, 5091, 8013, 8820, 9793, 11044, 12202, 12206, 12345, 12515, 13165, 13450, 13736, 14357, 14360, 14904, 15412, 15533, 17310, 17539, 18818, 19212, 20585, 20618, 21024, 21254, 21319, 21560, 23240, 24077, 24696, 24719, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33338, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37814, 38377, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380]","[84, 97, 122, 201, 843, 2647, 2723, 3151, 3436, 5043, 6514, 7812, 7966, 8432, 8517, 10522, 11097, 13100, 13291, 13518, 13891, 15613, 15927, 16024, 17484, 17916, 18098, 23714, 23811, 25429, 33279, 37986, 38395, 39830, 41929, 43077, 45262, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
47832,"[1151, 1426, 2893, 5091, 8013, 8432, 8517, 8820, 9793, 11044, 12202, 12206, 12515, 13450, 13518, 13736, 14357, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18818, 20585, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 25429, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37626, 37814, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 41929, 42772, 43077, 43455, 43656, 44456, 44477, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403]","[84, 97, 122, 133, 201, 843, 1097, 2489, 2647, 2723, 3024, 3151, 3314, 3436, 5043, 6514, 7812, 7966, 10522, 11097, 12345, 13100, 13165, 13291, 13891, 15613, 15927, 16024, 17916, 18098, 19212, 21254, 23714, 23811, 24719, 26019, 27916, 32220, 35930, 37510, 37986, 38377, 38395, 39830, 44680, 45262, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
49700,"[122, 133, 843, 1151, 1426, 2723, 2893, 5091, 7812, 8013, 8432, 8517, 8820, 9793, 11044, 12202, 12206, 12515, 13165, 13291, 13450, 13518, 13736, 13891, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18818, 19212, 20585, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 25429, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43077, 43455, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832]","[84, 97, 201, 1097, 2489, 2647, 3024, 3151, 3314, 3436, 5043, 6514, 7966, 10522, 11097, 12345, 13100, 14357, 15613, 15927, 16024, 17916, 18098, 21254, 23714, 23811, 24719, 35930, 37986, 38377, 38395, 39830, 41929, 45262, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
49914,"[1097, 2647, 2723, 3024, 3151, 3314, 5043, 5091, 6514, 7966, 9793, 12202, 13518, 14357, 15412, 15613, 21254, 26019, 32963, 33838, 35386, 37510, 37986, 38377, 38395, 43455, 44680, 45262, 46375, 47380, 47403]","[84, 97, 122, 133, 201, 843, 1151, 1426, 2489, 2893, 3436, 7812, 8013, 8432, 8517, 8820, 10522, 11044, 11097, 12206, 12345, 12515, 13100, 13165, 13291, 13450, 13736, 13891, 14360, 14904, 15533, 15927, 16024, 17310, 17484, 17539, 17916, 18098, 18818, 19212, 20585, 20618, 21024, 21319, 21560, 23240, 23714, 23811, 24077, 24696, 24719, 24883, 24885, 25429, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32989, 33020, 33279, 33338, 35597, 35930, 37363, 37626, 37814, 38506, 39331, 39830, 40277, 40515, 41204, 41297, 41557, 41591, 41929, 42772, 43077, 43656, 44456, 44477, 44785, 45610, 45907, 46374, 47204, 47359, 47832, 49700, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
50146,"[133, 843, 1151, 1426, 2489, 2723, 2893, 5091, 7812, 8013, 8432, 8820, 9793, 11044, 12202, 12206, 12345, 12515, 13165, 13291, 13450, 13518, 13736, 13891, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18818, 19212, 20585, 20618, 21024, 21254, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37814, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700]","[84, 97, 122, 201, 1097, 2647, 3024, 3151, 3314, 3436, 5043, 6514, 7966, 8517, 10522, 11097, 13100, 14357, 15613, 15927, 16024, 17916, 18098, 23714, 23811, 24719, 25429, 32220, 37986, 38377, 38395, 39830, 41929, 43077, 45262, 49914, 50406, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
