0,1,2
50406,"[843, 1097, 1151, 1426, 2647, 2723, 2893, 3151, 3314, 5091, 6514, 7812, 8013, 8432, 8820, 9793, 11044, 11097, 12202, 12206, 12515, 13165, 13518, 13736, 14360, 14904, 15412, 15533, 15613, 17310, 17484, 17539, 18818, 19212, 20585, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 37986, 38377, 38395, 38506, 39331, 39830, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45262, 45610, 45907, 46374, 46375, 47204, 47359, 47403, 47832, 49700, 50146]","[84, 97, 122, 133, 201, 2489, 3024, 3436, 5043, 7966, 8517, 10522, 12345, 13100, 13291, 13450, 13891, 14357, 15927, 16024, 17916, 18098, 21254, 23714, 23811, 24719, 25429, 26019, 27916, 32220, 35930, 41929, 43077, 47380, 49914, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
50727,"[1097, 1151, 2723, 2893, 3314, 5091, 7812, 8013, 8432, 8820, 9793, 11044, 11097, 12202, 12206, 12345, 12515, 13291, 13450, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37814, 38377, 38506, 39331, 39830, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 50146, 50406]","[84, 97, 122, 133, 201, 843, 1426, 2489, 2647, 3024, 3151, 3436, 5043, 6514, 7966, 8517, 10522, 13100, 13165, 13891, 14357, 15613, 15927, 16024, 17916, 23714, 23811, 24719, 25429, 37986, 38395, 41929, 43077, 44680, 45262, 49914, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
50852,"[122, 201, 1151, 2489, 2723, 2893, 3024, 3314, 5043, 5091, 7812, 8013, 8820, 9793, 10522, 11044, 11097, 12202, 12206, 12345, 12515, 13165, 13291, 13450, 13518, 13736, 13891, 14360, 14904, 15412, 17310, 17484, 17539, 18818, 19212, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24719, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31599, 32220, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 35930, 37510, 37626, 37814, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 50146, 50406, 50727]","[84, 97, 133, 843, 1097, 1426, 2647, 3151, 3436, 6514, 7966, 8432, 8517, 13100, 14357, 15533, 15613, 15927, 16024, 17916, 18098, 20585, 21254, 23714, 23811, 25429, 31434, 32429, 37363, 37986, 38377, 38395, 39830, 41929, 43077, 45262, 49914, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
51007,"[133, 201, 1097, 1151, 2489, 2893, 3024, 3151, 3314, 5043, 5091, 6514, 8013, 9793, 11044, 12202, 12206, 12515, 13165, 13450, 13736, 13891, 14360, 15412, 17310, 17539, 18098, 18818, 19212, 20618, 21024, 21254, 21560, 23240, 24077, 24696, 24719, 24883, 26019, 26163, 26856, 27347, 27916, 28175, 31599, 32429, 32963, 33020, 33279, 33838, 35386, 35597, 37510, 37626, 37814, 38395, 38506, 39331, 39830, 40277, 40515, 41557, 42772, 43455, 44456, 44477, 44680, 44785, 45610, 46374, 46375, 47380, 47403, 49700, 49914, 50146, 50406, 50727, 50852]","[84, 97, 122, 843, 1426, 2647, 2723, 3436, 7812, 7966, 8432, 8517, 8820, 10522, 11097, 12345, 13100, 13291, 13518, 14357, 14904, 15533, 15613, 15927, 16024, 17484, 17916, 20585, 21319, 23714, 23811, 24885, 25429, 30335, 31434, 32220, 32989, 33338, 35930, 37363, 37986, 38377, 41204, 41297, 41591, 41929, 43077, 43656, 45262, 45907, 47204, 47359, 47832, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
51125,"[1426, 8517, 8820, 12206, 13736, 14904, 15533, 17310, 17916, 18818, 20618, 21319, 21560, 23240, 24077, 24696, 24883, 26856, 28175, 30335, 31434, 32429, 32963, 32989, 33279, 37363, 37626, 37814, 40277, 41204, 41297, 41591, 42772, 43077, 43656, 44477, 45907, 47204, 47380, 47832, 49700]","[84, 97, 122, 133, 201, 843, 1097, 1151, 2489, 2647, 2723, 2893, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7812, 7966, 8013, 8432, 9793, 10522, 11044, 11097, 12202, 12345, 12515, 13100, 13165, 13291, 13450, 13518, 13891, 14357, 14360, 15412, 15613, 15927, 16024, 17484, 17539, 18098, 19212, 20585, 21024, 21254, 23714, 23811, 24719, 24885, 25429, 26019, 26163, 27347, 27916, 31599, 32220, 33020, 33338, 33838, 35386, 35597, 35930, 37510, 37986, 38377, 38395, 38506, 39331, 39830, 40515, 41557, 41929, 43455, 44456, 44680, 44785, 45262, 45610, 46374, 46375, 47359, 47403, 49914, 50146, 50406, 50727, 50852, 51007, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
51129,"[1151, 1426, 2723, 7812, 8013, 8432, 8820, 11097, 12206, 12515, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 20618, 21024, 21319, 21560, 24077, 24696, 24883, 24885, 25429, 26856, 27347, 28175, 30335, 31434, 32429, 32963, 33020, 33279, 33338, 35386, 35597, 37814, 38506, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43656, 44477, 44680, 44785, 45610, 45907, 47204, 47359, 47380, 47832, 49700, 50146, 50406, 50727, 50852]","[84, 97, 122, 133, 201, 843, 1097, 2489, 2647, 2893, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7966, 8517, 9793, 10522, 11044, 12202, 12345, 13100, 13165, 13291, 13450, 13891, 14357, 15613, 15927, 16024, 17916, 18098, 18818, 19212, 20585, 21254, 23240, 23714, 23811, 24719, 26019, 26163, 27916, 31599, 32220, 32989, 33838, 35930, 37363, 37510, 37626, 37986, 38377, 38395, 39331, 39830, 41929, 43077, 43455, 44456, 45262, 46374, 46375, 47403, 49914, 51007, 51125, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
51714,"[122, 7812, 8517, 13291, 17310, 17916, 24883, 31434, 32429, 32963, 33279, 37814, 41591, 44477, 47380, 49700, 51125]","[84, 97, 133, 201, 843, 1097, 1151, 1426, 2489, 2647, 2723, 2893, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7966, 8013, 8432, 8820, 9793, 10522, 11044, 11097, 12202, 12206, 12345, 12515, 13100, 13165, 13450, 13518, 13736, 13891, 14357, 14360, 14904, 15412, 15533, 15613, 15927, 16024, 17484, 17539, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 21319, 21560, 23240, 23714, 23811, 24077, 24696, 24719, 24885, 25429, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31599, 32220, 32989, 33020, 33338, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37986, 38377, 38395, 38506, 39331, 39830, 40277, 40515, 41204, 41297, 41557, 41929, 42772, 43077, 43455, 43656, 44456, 44680, 44785, 45262, 45610, 45907, 46374, 46375, 47204, 47359, 47403, 47832, 49914, 50146, 50406, 50727, 50852, 51007, 51129, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
53278,"[133, 1151, 8013, 8517, 8820, 9793, 11044, 11097, 13100, 13518, 20618, 21024, 24885, 27916, 38506, 41557, 42772, 44477, 44785, 45610, 46375, 49700, 50146, 50727, 50852]","[84, 97, 122, 201, 843, 1097, 1426, 2489, 2647, 2723, 2893, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7812, 7966, 8432, 10522, 12202, 12206, 12345, 12515, 13165, 13291, 13450, 13736, 13891, 14357, 14360, 14904, 15412, 15533, 15613, 15927, 16024, 17310, 17484, 17539, 17916, 18098, 18818, 19212, 20585, 21254, 21319, 21560, 23240, 23714, 23811, 24077, 24696, 24719, 24883, 25429, 26019, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37814, 37986, 38377, 38395, 39331, 39830, 40277, 40515, 41204, 41297, 41591, 41929, 43077, 43455, 43656, 44456, 44680, 45262, 45907, 46374, 47204, 47359, 47380, 47403, 47832, 49914, 50406, 51007, 51125, 51129, 51714, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
53812,"[1151, 2893, 8013, 8432, 8820, 11044, 12206, 12515, 13518, 14360, 14904, 15412, 17310, 17484, 17539, 20618, 21024, 21319, 21560, 24077, 24696, 24883, 24885, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37626, 37814, 38506, 39331, 39830, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46374, 46375, 47204, 47832, 49700, 50146, 50406, 50727, 50852, 51129]","[84, 97, 122, 133, 201, 843, 1097, 1426, 2489, 2647, 2723, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7812, 7966, 8517, 9793, 10522, 11097, 12202, 12345, 13100, 13165, 13291, 13450, 13736, 13891, 14357, 15533, 15613, 15927, 16024, 17916, 18098, 18818, 19212, 20585, 21254, 23240, 23714, 23811, 24719, 25429, 26019, 27916, 32220, 35930, 37363, 37510, 37986, 38377, 38395, 41929, 43077, 43455, 45262, 47359, 47380, 47403, 49914, 51007, 51125, 51714, 53278, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
54236,"[97, 133, 201, 1097, 2723, 3024, 3314, 6514, 7812, 8013, 9793, 12202, 13450, 13891, 15412, 17310, 17484, 18098, 19212, 20618, 21024, 21254, 23240, 24719, 26019, 26163, 27916, 32220, 32963, 33020, 33838, 35930, 37626, 38506, 39331, 39830, 43455, 44456, 45610, 46374, 46375, 47380, 49700, 50727, 50852, 51007, 53278]","[84, 122, 843, 1151, 1426, 2489, 2647, 2893, 3151, 3436, 5043, 5091, 7966, 8432, 8517, 8820, 10522, 11044, 11097, 12206, 12345, 12515, 13100, 13165, 13291, 13518, 13736, 14357, 14360, 14904, 15533, 15613, 15927, 16024, 17539, 17916, 18818, 20585, 21319, 21560, 23714, 23811, 24077, 24696, 24883, 24885, 25429, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32989, 33279, 33338, 35386, 35597, 37363, 37510, 37814, 37986, 38377, 38395, 40277, 40515, 41204, 41297, 41557, 41591, 41929, 42772, 43077, 43656, 44477, 44680, 44785, 45262, 45907, 47204, 47359, 47403, 47832, 49914, 50146, 50406, 51125, 51129, 51714, 53812, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
54292,"[122, 133, 201, 843, 1097, 1151, 2489, 2723, 2893, 3024, 3314, 5043, 5091, 7812, 8013, 9793, 11044, 11097, 12202, 12206, 12515, 13518, 13736, 14360, 14904, 15412, 16024, 17310, 17484, 17539, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 21560, 23240, 24077, 24696, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 37986, 38377, 38395, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 50146, 50406, 50727, 50852, 51007, 53812, 54236]","[84, 97, 1426, 2647, 3151, 3436, 6514, 7966, 8432, 8517, 8820, 10522, 12345, 13100, 13165, 13291, 13450, 13891, 14357, 15533, 15613, 15927, 17916, 21319, 23714, 23811, 24719, 25429, 35930, 39830, 41929, 43077, 45262, 49914, 51125, 51129, 51714, 53278, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
54395,"[1151, 1426, 2893, 3314, 5091, 7812, 8013, 8432, 8820, 9793, 11044, 12202, 12206, 12515, 13450, 13518, 14357, 14360, 14904, 15412, 16024, 17310, 17484, 17539, 18818, 20585, 20618, 21024, 21319, 21560, 24077, 24696, 24883, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 33838, 35386, 35597, 37363, 37510, 37814, 37986, 38377, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44785, 45610, 45907, 46374, 46375, 47204, 47403, 47832, 49700, 50146, 50406, 50727, 50852, 51007, 53812, 54236, 54292]","[84, 97, 122, 133, 201, 843, 1097, 2489, 2647, 2723, 3024, 3151, 3436, 5043, 6514, 7966, 8517, 10522, 11097, 12345, 13100, 13165, 13291, 13736, 13891, 15533, 15613, 15927, 17916, 18098, 19212, 21254, 23240, 23714, 23811, 24719, 24885, 25429, 26019, 27916, 32220, 33338, 35930, 37626, 38395, 39830, 41929, 43077, 44680, 45262, 47359, 47380, 49914, 51125, 51129, 51714, 53278, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
54586,"[133, 1151, 2489, 2893, 3024, 3314, 5091, 8013, 9793, 10522, 12206, 12515, 13165, 13736, 15412, 15533, 17310, 17916, 18098, 20618, 21024, 21254, 21560, 23240, 24077, 24696, 24883, 26019, 26163, 27347, 27916, 28175, 31599, 32963, 33020, 35386, 35597, 37363, 37510, 38506, 39331, 40277, 40515, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 45610, 46375, 47380, 47403, 47832, 49700, 49914, 50146, 50727, 51007, 54236, 54292]","[84, 97, 122, 201, 843, 1097, 1426, 2647, 2723, 3151, 3436, 5043, 6514, 7812, 7966, 8432, 8517, 8820, 11044, 11097, 12202, 12345, 13100, 13291, 13450, 13518, 13891, 14357, 14360, 14904, 15613, 15927, 16024, 17484, 17539, 18818, 19212, 20585, 21319, 23714, 23811, 24719, 24885, 25429, 26856, 30335, 31434, 32220, 32429, 32989, 33279, 33338, 33838, 35930, 37626, 37814, 37986, 38377, 38395, 39830, 41204, 41297, 41929, 43077, 44785, 45262, 45907, 46374, 47204, 47359, 50406, 50852, 51125, 51129, 51714, 53278, 53812, 54395, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
56401,"[1151, 1426, 5091, 8013, 8432, 8820, 9793, 11044, 12206, 12515, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18818, 20585, 20618, 21024, 21319, 21560, 24077, 24696, 24883, 24885, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43656, 44456, 44477, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 50146, 50406, 50727, 50852, 51125, 51129, 53278, 53812, 54292, 54395]","[84, 97, 122, 133, 201, 843, 1097, 2489, 2647, 2723, 2893, 3024, 3151, 3314, 3436, 5043, 6514, 7812, 7966, 8517, 10522, 11097, 12202, 12345, 13100, 13165, 13291, 13450, 13891, 14357, 15613, 15927, 16024, 17916, 18098, 19212, 21254, 23240, 23714, 23811, 24719, 25429, 26019, 27916, 32220, 35930, 37986, 38377, 38395, 39830, 41929, 43077, 43455, 44680, 45262, 49914, 51007, 51714, 54236, 54586, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
56922,"[1151, 1426, 2893, 3314, 5091, 8013, 8432, 8820, 9793, 11044, 12206, 12515, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18818, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26019, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33279, 33338, 35386, 35597, 37363, 37510, 37626, 37814, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 50146, 50406, 50727, 50852, 51007, 51129, 53812, 54292, 54395, 56401]","[84, 97, 122, 133, 201, 843, 1097, 2489, 2647, 2723, 3024, 3151, 3436, 5043, 6514, 7812, 7966, 8517, 10522, 11097, 12202, 12345, 13100, 13165, 13291, 13450, 13891, 14357, 15613, 15927, 16024, 17916, 18098, 19212, 20585, 21254, 23714, 23811, 24719, 25429, 27916, 32220, 33838, 35930, 37986, 38377, 38395, 39830, 41929, 43077, 45262, 46374, 49914, 51125, 51714, 53278, 54236, 54586, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
57082,"[843, 1097, 1151, 1426, 2893, 5091, 8013, 8432, 8820, 9793, 11044, 12202, 12206, 12515, 13450, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17484, 17539, 18818, 20585, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32429, 32963, 32989, 33020, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 41929, 42772, 43077, 43656, 44456, 44477, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 50146, 50406, 50727, 50852, 51125, 51129, 53812, 54292, 54395, 54586, 56401, 56922]","[84, 97, 122, 133, 201, 2489, 2647, 2723, 3024, 3151, 3314, 3436, 5043, 6514, 7812, 7966, 8517, 10522, 11097, 12345, 13100, 13165, 13291, 13891, 14357, 15613, 15927, 16024, 17916, 18098, 19212, 21254, 23714, 23811, 24719, 25429, 26019, 27916, 32220, 33279, 35930, 37986, 38377, 38395, 39830, 43455, 44680, 45262, 49914, 51007, 51714, 53278, 54236, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
